SERIALNUMBER,SOCS1REPAIRCODE,SOCS2COMPONENTCODE,SOCS3DEFECT_CODE,NR_INTERVENTION
151448007958,Part Replaced,DOOR-GLASS,"Paint, colour mismatch",1
151716006592,Part Replaced,DOOR,"Misoperating (component, module)",1
371140701377,Product exchange proposal,MAGNETRON,Open circuit,1
999999999,Part Replaced,OTHERS MECHANICAL,"Misoperating (component, module)",1
151702000091,Part Replaced,DOOR,"Cut, broken, split, torn",1
151725009045,Part Replaced,CONTROL BOARD / SENSOR BOARD,Deformed,1
151725000741,Part Replaced,MICROSWITCH,Deformed,1
602050059,Software correction / upgrade / reset,CABINET,"Scratched, dented, sharp edges",1
705039689,Preventive action,DOOR,"Incorrect wired, assembled",1
151626005196,Electrical alignment / wiring / Resolder,SENSOR,"Incorrect wired, assembled",1
371208702012,Part Replaced,POWER BOARD,Burnt,1
151718007271,Part Replaced,CONTROL PANEL,"Scratched, dented, sharp edges",1
604130218,Added,HOB,"Loose, off, stripped",1
401300874,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,Burnt,1
151636001088,Part Replaced,CONTROL BOARD / SENSOR BOARD,Software problem,1
371127302894,Product exchange proposal,"PANEL, FRONT","Cracked, peeled, melted",1
151710006691,Product exchange proposal,POWER BOARD,"Misoperating (component, module)",1
707251340,Part Replaced,TURNTABLE MOTOR,"Cut, broken, split, torn",1
371004302573,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
151725009925,Part Replaced,FUSE,Worn out (or general mechanical defect),1
603020390,Product exchange proposal,POWER BOARD,"Misoperating (component, module)",1
999999999,Part Replaced,USER BOARD,"Scratched, dented, sharp edges",1
151706005951,Part Replaced,PERFORMANCE COMPLAINT,Deformed,1
151729006347,Part Replaced,USER BOARD,"Misoperating (component, module)",1
151445002762,Mechanical alignments,USER BOARD,"Bad contact, connection",1
605270569,Part Replaced,MICROSWITCH,Unable to diagnose fault,1
151612007689,Mechanical alignments,DOOR,"Loose, off, stripped",1
504025659,Electrical alignment / wiring / Resolder,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
603020190,Part Replaced,"MOTOR-FAN, CIRCULATION",Noisy,1
151718007281,Part Replaced,POWER BOARD,Burnt,1
220001000001,Software correction / upgrade / reset,CABINET,"Scratched, dented, sharp edges",1
151722005022,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Blocked, clogged",1
151724005510,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151451007511,Part Replaced,DOOR,"Cut, broken, split, torn",1
151720003677,Part Replaced,DOOR,Deformed,1
151627004912,Mechanical alignments,DOOR,"Scratched, dented, sharp edges",1
151721004726,Product exchange proposal,DISPLAY,"Misoperating (component, module)",1
505150665,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,Burnt,1
405201354,Preventive action,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
609200088,Product Installation,NEW APPLIANCE,No problem found,1
151529006350,Part Replaced,HEATING ELEMENT (UPPER - GRILL),"Misoperating (component, module)",1
371121701867,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151550006900,Product exchange proposal,USER BOARD,"Cut, broken, split, torn",1
702038997,Part Replaced,USER BOARD,"Bad contact, connection",1
706180162,Product exchange proposal,CABINET,"Misoperating (component, module)",1
151707002603,Repaired component,HEATING ELEMENT (GENERIC/FORCED AIR/DEFR,"Misoperating (component, module)",1
410150016,Product Installation,NEW APPLIANCE,No problem found,1
603020756,Part Replaced,GENERATOR,Burnt,1
220,Mechanical alignments,"PANEL, FRONT","Incorrect wired, assembled",1
409012504,Product Installation,NEW APPLIANCE,No problem found,1
371108304784,Part Replaced,THERMOSTAT,"Misoperating (component, module)",1
991642003007,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151724000915,Part Replaced,DOOR,"Misoperating (component, module)",1
371135700301,Functional check,POTENTIOMETER,"Misoperating (component, module)",1
410100048,Product Installation,CONTROL BOARD / SENSOR BOARD,"Incorrect wired, assembled",1
370918701264,Electrical alignment / wiring / Resolder,WIRING,"Loose, off, stripped",1
706165675,Part Replaced,MAIN MOTOR,"Misoperating (component, module)",1
604050193,Part Replaced,USER BOARD,"Misoperating (component, module)",1
371420014073,Mechanical alignments,THERMOSTAT,Mechanically misaligned,1
611250068,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
604050373,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
371314700090,Part Replaced,POWER BOARD,Mechanically misaligned,1
991517370099,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
605275169,Part Replaced,POWER BOARD,"Scratched, dented, sharp edges",1
151715001092,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
151535010207,Part Replaced,"PANEL, FRONT",Worn out (or general mechanical defect),1
151723009194,Product Installation,NEW APPLIANCE,No problem found,1
701100173,Product Installation,ACCESSORIES,Deformed,1
706180273,Product Installation,NEW APPLIANCE,No problem found,1
371422006577,Part Replaced,CONTROL PANEL,Deformed,1
151603005626,Part Replaced,"CAP, PUSHBUTTON","Cut, broken, split, torn",1
151731001536,Part Replaced,HINGES,"Cut, broken, split, torn",1
151635004005,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
512140067,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
709146725,Product Installation,"CAP, PUSHBUTTON","Misoperating (component, module)",1
151609003882,Part Replaced,STEP SWITCH,Mechanically misaligned,1
151616006665,Mechanical alignments,OTHERS MECHANICAL,"Loose, off, stripped",1
151717003556,Part Replaced,USER BOARD,Burnt,1
151706001190,Part Replaced,DOOR,"Misoperating (component, module)",1
151722005190,Part Replaced,DISPLAY,Software problem,1
151603007119,Part Replaced,USER BOARD,"Misoperating (component, module)",1
151725004140,Mechanical alignments,MAGNETRON,Mechanically misaligned,1
603020491,Repaired component,OTHERS MECHANICAL,"Misoperating (component, module)",1
370739701211,Part Replaced,MAIN MOTOR,"Incorrect wired, assembled",1
151725004273,Product exchange proposal,DOOR,"Cut, broken, split, torn",1
151725000736,Part Replaced,DOOR / LID,"Cut, broken, split, torn",1
707150597,Product exchange proposal,TURNTABLE MOTOR,"Cracked, peeled, melted",1
603241542,Part Replaced,CONTROL PANEL,"Scratched, dented, sharp edges",1
151731005715,Part Replaced,DOOR,"Cut, broken, split, torn",1
151737010439,Product exchange proposal,INNER-LINER-CAVITY-TUB,"Scratched, dented, sharp edges",1
151721004014,Part Replaced,POWER BOARD,Short circuit,1
601120130,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
151713001427,Product exchange proposal,CABINET,Deformed,1
601060481,Part Replaced,DRUM LIFTERS,"Cut, broken, split, torn",1
705171651,Part Replaced,CONTROL PANEL,"Cut, broken, split, torn",1
151611006343,Product exchange proposal,CABINET,Deformed,1
151642000813,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151706005940,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151725009050,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
505150499,Preventive action,USER BOARD,"Cut, broken, split, torn",1
151712000877,Part Replaced,USER BOARD,Burnt,1
151721004726,Product Installation,MAIN MOTOR,"Misoperating (component, module)",1
603080025,Repaired component,CABINET,"Incorrect wired, assembled",1
151541002699,Mechanical alignments,"MOTOR-FAN, COOLING","Loose, off, stripped",1
151514004732,Part Replaced,CONTROL PANEL,"Cut, broken, split, torn",1
912020284,Mechanical alignments,PERFORMANCE COMPLAINT,Unable to diagnose fault,1
608252770,Repaired component,OTHERS ELECTRICAL,"Misoperating (component, module)",1
341725637359,Part Replaced,ACCESSORIES,"Cut, broken, split, torn",1
151727003914,Part Replaced,DOOR,"Cut, broken, split, torn",1
421710001062,Mechanical alignments,WIRING,"Loose, off, stripped",1
412220029,Product exchange proposal,INNER-LINER-CAVITY-TUB,"Cut, broken, split, torn",1
151642006650,Mechanical alignments,CABINET,"Loose, off, stripped",1
371208702007,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151527002038,Part Replaced,THERMOSTAT,Unable to diagnose fault,1
371249304006,Part Replaced,SUPPORT/BRACKET,"Misoperating (component, module)",1
508030194,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
151723009189,Software correction / upgrade / reset,OTHERS ELECTRICAL,"Misoperating (component, module)",1
421715006394,Explanation for customer  (IFU),INSTRUCTION FOR USE,Unable to diagnose fault,1
421715006175,Explanation for customer  (IFU),INSTRUCTION FOR USE,Unable to diagnose fault,1
507081304,Product Installation,MAIN MOTOR,Short circuit,1
701100242,Part Replaced,OTHERS MECHANICAL,Software problem,1
504170982,Added,KNOB,Unable to diagnose fault,1
151734003472,Part Replaced,DOOR,"Cut, broken, split, torn",1
503090165,Electrical alignment / wiring / Resolder,WIRING,"Misoperating (component, module)",1
608252817,Part Replaced,CONTROL BOARD / SENSOR BOARD,Software problem,1
412250053,Product Installation,NEW APPLIANCE,No problem found,1
151528004266,Part Replaced,POWER BOARD,"Scratched, dented, sharp edges",1
151540002347,Mechanical alignments,"PANEL, FRONT",Mechanically misaligned,1
412041039,Part Replaced,FUSE,Open circuit,1
151728008788,Explanation for customer  (IFU),INSTRUCTION FOR USE,No problem found,1
151729006354,Electrical alignment / wiring / Resolder,POWER BOARD,Open circuit,1
151722005043,Software correction / upgrade / reset,CONTROL BOARD / SENSOR BOARD,"Electrically misaligned, wrong setting",1
421543012769,Electrical alignment / wiring / Resolder,WIRING,"Bad contact, connection",1
151722004906,Mechanical alignments,GENERATOR,"Loose, off, stripped",1
371002700289,Part Replaced,INTERFERENCE-FILTER,Burnt,1
151621007351,Part Replaced,POWER BOARD,"Scratched, dented, sharp edges",1
511050144,Part Replaced,FUSE,"Misoperating (component, module)",1
151728005370,Part Replaced,CONTROL PANEL,"Paint, colour mismatch",1
151703003885,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
704181086,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
151535010220,Functional check,POTENTIOMETER,"Misoperating (component, module)",1
506239853,Product Installation,NEW APPLIANCE,"Cut, broken, split, torn",1
421721002142,Electrical alignment / wiring / Resolder,WIRING,"Loose, off, stripped",1
151742010363,Product Installation,NEW APPLIANCE,No problem found,1
151704000226,Part Replaced,"PANEL, FRONT","Cut, broken, split, torn",1
402110114,Mechanical alignments,HEATING ELEMENT RADIANT,"Incorrect wired, assembled",1
151741014536,Electrical alignment / wiring / Resolder,GENERATOR,Open circuit,1
151728004607,Mechanical alignments,IGNITION - SWITCH,"Incorrect wired, assembled",1
702090110,Preventive action,USER BOARD,"Incorrect wired, assembled",1
151723008229,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151727001293,Part Replaced,MAGNETRON,Short circuit,1
151722005044,Software correction / upgrade / reset,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
401300874,Product Installation,NEW APPLIANCE,Installation fault,1
403270987,Product Installation,NEW APPLIANCE,No problem found,1
507236518,Lubrication,INNER-DOOR,Unable to diagnose fault,1
410095028,Product exchange proposal,POWER BOARD,Burnt,1
151738009174,Part Replaced,USER BOARD,Unable to diagnose fault,1
151610005584,Part Replaced,CONTROL PANEL,"Scratched, dented, sharp edges",1
391538030963,Part Replaced,MAIN MOTOR,"Cut, broken, split, torn",1
151742007916,Software correction / upgrade / reset,DISPLAY,Software problem,1
151535009946,Electrical alignment / wiring / Resolder,WIRING,Short circuit,1
706125056,Functional check,"MOTOR-FAN, CIRCULATION","Loose, off, stripped",1
151702002974,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
706053734,Mechanical alignments,DOOR LOCK,"Loose, off, stripped",1
151743011130,Part Replaced,SUPPORT/BRACKET,"Cut, broken, split, torn",1
371432270087,Product Installation,NEW APPLIANCE,No problem found,1
708250033,Mechanical alignments,USER BOARD,"Bad contact, connection",1
370506700088,Part Replaced,MAGNETRON,Open circuit,1
412220029,Product Installation,NEW APPLIANCE,No problem found,1
151710006691,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
151706001164,Software correction / upgrade / reset,USER BOARD,"Misoperating (component, module)",1
151648000800,Functional check,INNER DOOR-GLASS,"Cut, broken, split, torn",1
151724000915,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
151728003414,Mechanical alignments,WIRING,"Incorrect wired, assembled",1
704180946,Part Replaced,DOOR,"Cut, broken, split, torn",1
151729009831,Part Replaced,DRUM,Unable to diagnose fault,1
151623001863,Part Replaced,DOOR,Set not levelled properly,1
151738002577,Electrical alignment / wiring / Resolder,PERFORMANCE COMPLAINT,"Bad contact, connection",1
151723000938,Part Replaced,"MOTOR-FAN, COOLING",Mechanically misaligned,1
151725004271,Repaired component,CONTROL PANEL,"Incorrect wired, assembled",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
151531010848,Part Replaced,GENERATOR,"Scratched, dented, sharp edges",1
707261623,Part Replaced,"FRAME, DOOR-GLASS (INNER)","Cut, broken, split, torn",1
999999999,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
371510256478,Functional check,HEATING ELEMENT (GENERIC/FORCED AIR/DEFR,"Misoperating (component, module)",1
703153827,Repaired component,CONTROL BOARD / SENSOR BOARD,"Bad contact, connection",1
151549005409,Part Replaced,CONTROL PANEL,"Misoperating (component, module)",1
151721004710,Part Replaced,USER BOARD,"Bad contact, connection",1
151713003389,Part Replaced,HOB,"Misoperating (component, module)",1
509030617,Repaired component,WIRING,Installation fault,1
151742011527,Part Replaced,CONDENSER UNIT,"Misoperating (component, module)",1
507316459,Product Installation,NEW APPLIANCE,No problem found,1
151746016797,Product Installation,NEW APPLIANCE,No problem found,1
151710000743,Product Installation,OTHERS MECHANICAL,"Misoperating (component, module)",1
371127302894,Product Installation,CABINET,"Scratched, dented, sharp edges",1
999999999,Software correction / upgrade / reset,POWER BOARD,Software problem,1
371618701022,Part Replaced,CONTROL BOARD / SENSOR BOARD,Burnt,1
151607022386,Part Replaced,DOOR,"Misoperating (component, module)",1
151744000041,Product Installation,NEW APPLIANCE,No problem found,1
151508003730,Part Replaced,DISPLAY,"Misoperating (component, module)",1
371518700220,Part Replaced,CONTROL BOARD / SENSOR BOARD,Open circuit,1
151603005395,Product exchange proposal,OTHERS ELECTRICAL,"Misoperating (component, module)",1
604160022,Repaired component,OTHERS ELECTRICAL,"Incorrect wired, assembled",1
151734003461,Software correction / upgrade / reset,CONTROL BOARD / SENSOR BOARD,Software problem,1
371136700439,Electrical alignment / wiring / Resolder,MAGNETRON,"Bad contact, connection",1
151511002283,Part Replaced,HINGES,"Cut, broken, split, torn",1
151706008938,Preventive action,WIRING,Software problem,1
604050193,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
151712007735,Electrical alignment / wiring / Resolder,MAINS ON / OFF-SWITCH,"Loose, off, stripped",1
511050373,Preventive action,INSTRUCTION FOR USE,No problem found,1
371047700173,Mechanical alignments,SENSOR,"Misoperating (component, module)",1
151551002465,Part Replaced,DOOR,"Cut, broken, split, torn",1
151742010366,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151742005578,Part Replaced,"MOTOR-FAN, CIRCULATION","Cut, broken, split, torn",1
151726004236,Preventive action,DOOR LOCK,"Loose, off, stripped",1
371117700305,Mechanical alignments,TURNTABLE MOTOR,"Misoperating (component, module)",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
151605008059,Part Replaced,MAGNETRON,Burnt,1
151603005433,Explanation for customer  (IFU),INSTRUCTION FOR USE,Unable to diagnose fault,1
151624006254,Lubrication,DOORSWITCH,Dry (no lubricant),1
201040812,Part Replaced,ACCESSORIES,"Scratched, dented, sharp edges",1
370730782119,Functional check,INTERFERENCE-FILTER,"Misoperating (component, module)",1
151739011207,Mechanical alignments,CONNECTOR / PLUG,"Bad contact, connection",1
